,hotelname,score,title,review
710,Grand Copthorne Waterfront,4.0,“ 2D 1N ”,The toilet sink and toilet showering area clog. Not up to our expectation There’s iron board and iron to iron your clothes. Stayed in February 2022
711,Grand Copthorne Waterfront,2.0,Very Poor,"very old and not clean room, definitely not a five stars hotel stuff were nice and friendly Stayed in February 2022"
712,Grand Copthorne Waterfront,10,Exceptional,everything nice Stayed in February 2022
713,Grand Copthorne Waterfront,10,"“ Comfortable stay, loved the executive lounge ”","Staff friendliness, Executive Lounge. Stayed in February 2022"
714,Grand Copthorne Waterfront,10,“ Good ”,- Somehow for a five star hotel i wish all the room are standardised to have bath tub. Was looking forward to have a bath tub and ask for a free upgrade but didnt get the luck. Overall was ok. Stayed in January 2022
715,Grand Copthorne Waterfront,1.0,Very Poor,The room was awful. More like 2 star than supposedly 5 star. Very very disappointed Most of the staff were cheerful but not exactly knowledgeable. The reception area was nice but after that not very good. Stayed in February 2022
716,Grand Copthorne Waterfront,10,Exceptional,"Swimming pool is not what I expected in a 5 star hotel and Jacuzzi is quite small. The service. Nice and funny waitress in Tempo restaurant.
I received a letter from counter that I'm entitled to the club lounge, but in fact it's not, the counter made a mistake on it.
However, Ms. Shirley Chng (executive club manager) still welcome us to try the club lounge with FOC, which I'm very appreciate and it's a good experience . Megan did serve us very well, and the food is delicious.
Comfy and big room. Nice bathtub inside the room.
As for the breakfast BUFFET STYLE, which is something that many hotels unable to provide, but they do a great job on that, with safe distance and serving you at each counter. Stayed in February 2022"
717,Grand Copthorne Waterfront,9.0,“ excellent stay in a good location ”,hotel is abit worn down and in need of refurbishment excellent service at the club especially lounge manager Shirley Chng for her warm hospitality Stayed in February 2022
718,Grand Copthorne Waterfront,9.0,“ 3 days 2 night stay ”,"Pillow not that comfortable, hard and heavy to me. Toilet no bidet. Thank you to the staff who allows us to check in early(2pm) and check out late(12pm). Our Room was spacious, facing the river  and clean. Stayed in February 2022"
719,Grand Copthorne Waterfront,10,“ I will suggest install water spray beside toilet bowl ”,"Toilet was a bit old style , the is not water spray beside The Aircon is super freezing , which I love it so much Stayed in February 2022"
720,Hotel Boss,8.0,“ Should give priority to children to use the swimming  pool.. ”,The smell in the bathroom bit unpleasant from the drainage I think ..-and the floor bit sticky The room was small but cozy Stayed in December 2020
721,Hotel Boss,8.0,“ Central location. ”,Tiny bathroom. View from the balcony of Premier room is superb. Pool is big. Near train stations. Great food all around. Stayed in December 2020
722,Hotel Boss,7.0,“ Smaller room than expected ”,"The room was smaller than expected especially so for a family room. There was barely space even to put our luggage. 
There were mosquitoes in the balcony making it uncomfortable to sit and relax for an extended amount of time.
The absence of a childrens' pool was also very disappointing for families with younger children as the playground was also closed. The staff were very fast in responding when I asked for extra pillows and towels. 
Location was fantastic. It was within walking distance to many cafes and restaurants. Stayed in December 2020"
723,Hotel Boss,8.0,“ It was a great staycation. Will visit again. ”,Na Location was great and food was easily accesible. Stayed in December 2020
724,Hotel Boss,8.0,“ Recommended ”,Nil The location was good. The room is clean. Stayed in December 2020
725,Hotel Boss,6.0,“ Hotel Boss wasn't too bossy. ”,"Reception staff during check in was rather nonchalant.. Seemed as though he wasn't interested in doing the check in. Probably due to number of guests checking in was quite a number. Didn't feel welcomed.
For the price we got, the family room was kinda small compared to other similar rated hotels we stayed in.
Even though the room has a balcony.. But there's totally no view as the balcony was facing other rooms balconies..
We had to wait for more than 30 mins to just go to the swimming pool. Overall, it wasn't a memorable stay. Despite the setbacks of the stay, I do like the breakfast served and the restaurant staff were friendly and helpful.
The location was also very convenient with lots of food places we could go to. Stayed in December 2020"
726,Hotel Boss,6.0,Pleasant,Room with no wardrobe Location Stayed in November 2020
727,Hotel Boss,7.0,“ Satisfied 2 Nights Stay. ”,Not much space to move around in the room. Quite small. Tv not much channels..can get quite dull with the local channels. Not even 1 English Movie Channel. Clean room. Bed was comfy enough. View was okay. Stayed in December 2020
728,Hotel Boss,6.0,Pleasant,Room is small and smells funky. No make up room service. No biget in toilet. Slow WiFi. Good location. Free parking. Stayed in December 2020
729,Hotel Boss,8.0,“ I had a pleasant stay. ”,Nil It is close to good food outlets. Stayed in December 2020
730,Hotel Boss,8.0,Very Good,Felxibility time for check in Stayed in November 2020
731,Hotel Boss,7.0,“ Valued for money stay at a good location ”,Cleanliness of room could be better as the blankets had some yellowish stains. The floor of the room had some dirt that seems like tidbits. Location was good as it was near to Little India and Beach Road. Central areas like Bugis and Marina were within short distance via public bus. Stayed in December 2020
732,Hotel Boss,7.0,"“ Nice, quiet environment with perfect view. ”","My room 1257 has no hot water, television connection very bad. Unable to switch on after we return at night. Can hear alot of nosie upstairs, moving of furniture even in the morning. Swimming pool, guest (adults) play, e adults standing, one adult sitting on both their shoulder in the pool instead of proper swimming. The quiet balcony, clean and spacious.My second time back at the hotel. Want to come back again. Stayed in December 2020"
733,Hotel Boss,8.0,“ Value for Money! ”,Pillows are way too soft. Not comfortable. Location of hotel is nearby bus stop and arab st for eateries Stayed in November 2020
734,Hotel Boss,6.0,“ Pleasant but the hotel will not be a choice for me to consider again. ”,"1. We have to go to level 4 to iron our clothes? How inconvenient is that? You dont consider the condition of your guests? Some may be handicapped. May have trouble travelling etc.2. I called a day before my stay to upgrade to family room. I wanted to make payment but was asked to come and book when I check in the next day. I asked if it was possible and if there was availability since it was the weekends. I was assured there would be a room the next day. I was shocked to find out that there isnt a room and the staff simply didnt want to listen to my explanation. The duty manager in charge wasnt empathetic at all. He was more concerned of defending himseld instead of listening to me. Whats a duty manager for then? But somehow he problem solved and provided a room though i was really wondering why THERE WAS SUDDENLY A ROOM WHEN HE INSISTED THERED WASNT INITIALLY? The cleanliness Stayed in December 2020"
735,Hotel Boss,7.0,Good,"Limited Tv channel with missing indication on the tv control. No ironing in the room
Pool closed too early.
Gym too small. Great location and customer service
Clean place. Stayed in December 2020"
736,Hotel Boss,7.0,Good,Pool close too early.No ironing in the room. Good customer service and great location. Stayed in December 2020
737,Hotel Boss,7.0,Good,"Breakfast. Due to COVID, no buffet. Clean. Stayed in December 2020"
738,Hotel Boss,8.0,“ Can be better ”,"Pillow not really clean and the floor, should have a slippers at the room Room design good, staff good manner, facilities swimming pool clean, comfortable Stayed in December 2020"
739,Hotel Boss,8.0,“ Our short staycation at Hotel Boss ”,"When there is a playground but couldnt play as it is closed. 
Did not state much about the swimming pool and my 2 younger kids end up not getting the chance to be in the pool.
When suddenly my access card couldnt open my room door and i need to go all the way down from level 17 to get it replaced.
Timing for checkout is too early(11am)
Charging port is loose. The comfy being in the room, the options for watching tv as there is youtube as well,  a balcony to enjoy our food,  the quietness, the cleanliness. Stayed in December 2020"
740,Hotel Boss,8.0,Very Good,Pleasant place to relax Higher floor with great city view Stayed in November 2020
741,Hotel Boss,8.0,“ It's a pleasant stay with your hotel... ”,Cleaner when they're doing cleaning job will caused some noice during mid night Swimming pool Stayed in December 2020
742,Hotel Boss,8.0,Very Good,Only a few selection of TV channels and YouTube on the TV is super laggy. Very clean and stuff as very friendly. Stayed in December 2020
743,Hotel Boss,7.0,Good,Great location with many food joint within walking distance from hotel. Stayed in December 2020
744,Hotel Boss,8.0,Very Good,"Location is awesome near to kampong glam, arab street and bugis mall/street. Stayed in December 2020"
745,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in January 2020
746,Royal Plaza on Scotts,8.0,Very Good,There are no comments available for this review Stayed in January 2020
747,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
748,Royal Plaza on Scotts,9.6,“ Good property at a really convenient location ”,There are no comments available for this review Stayed in January 2020
749,Royal Plaza on Scotts,7.0,Good,There are no comments available for this review Stayed in January 2020
750,Royal Plaza on Scotts,8.3,Very Good,There are no comments available for this review Stayed in December 2019
751,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
752,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in December 2019
753,Royal Plaza on Scotts,8.0,Very Good,There are no comments available for this review Stayed in December 2019
754,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in December 2019
755,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in December 2019
756,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in December 2019
757,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
758,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
759,Royal Plaza on Scotts,8.8,Excellent,There are no comments available for this review Stayed in December 2019
760,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in December 2019
761,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in December 2019
762,Royal Plaza on Scotts,8.0,Very Good,There are no comments available for this review Stayed in December 2019
763,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in December 2019
764,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in December 2019
765,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
766,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
767,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
768,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in December 2019
769,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in December 2019
770,Grand Copthorne Waterfront,10,“ It was a last minute Staycay arrangement for myself and I choose Grand Copthorne waterfront. ”,"The layout of buffet in the coffee house for breakfast and Im more to the club lounge menu,simple and just nice for us Room is spacious and high floor as well with the great view. Stayed in December 2021"
771,Grand Copthorne Waterfront,1.0,“ Flee far from this place ”,"We had an early check in on 15 Dec, left our luggages in the room and went out the entire day. When we returned to the room, the television was turned on and one of the luggages seemed to be have been moved. Feeling uncomfortable we went down to the front desk asking for a room change. The staff who attended to us flatly rejected our request for reasons being that 1) he had guaranteed that no one had entered the room and 2) he cited that there was no available room with a queen bed of the equivalent room rate that we had paid. Instead he offered twin beds for the night or queen beds only from the next day. As we were on a couple staycation, sleeping separately on twin beds wasn't what we wanted and so we were seemingly left with no choice but to sleep in discomfort for the night and to accept the room change from the next day. The thing was we checked online and found that there were rooms available with queen beds but of higher room rate (thought for a five star hotel ensuring the comfort/ safety of guest should have been of priority but seemingly does not appear so for Copthorne).
Claudia attended to us the next day and granted us a room change of the higher room rate as we narrated the episode that happened the previous night and informed of the faulty air condition in the room where the temperature was perpetually at 15°C. Claudia had arranged for the bellman to shift our luggages to the new room and we went out the entire day. When we returned to our new room in the night, our luggages were nowhere to be found. We called the front desk inquiring on the whereabouts of our luggages and the staff explained that we would receive it in 30 min. Feeling tired after an entire day out and just wanting to wash up, we told the staff we would just pick up the luggages ourselves if it was going to take that long however the staff was unable to locate the luggages. After demanding that we receive our luggages ASAP, they found it and gave it to us in less than 10... Couldn't say I liked anything about our stay with Copthorne but I'd give credit to one staff (Claudia) the only person who did the right thing. Stayed in December 2021"
772,Grand Copthorne Waterfront,5.0,“ Long check in process and disappointed ”,"Check in process, take 5hours from 3.30 to 8.30pm. Wasted 5hours doing nothing...management should look into the process and improve. overall hotel room is clean Stayed in December 2021"
773,Grand Copthorne Waterfront,3.0,"“ Take it from me - coming from a 5 star hotel, this hotel is obviously not a 5 star. ”","So many things I am listing here.1) Waited 2 hours to check in despite being told I can check in at 2pm. In the end I checked in just after 4pm. I had to postpone my surprise for my husband because of the long wait. What bothers me is how long check in takes, and I am not sure if they are delaying it due to overbooking. Regardless, waiting numbers should have just been issued to guests while they sit and wait instead of making us stand for over 2 hours (I know people who waited more only to be told there were no more rooms).2) Our room was not made at all. No surprises for the poor service. 3) Our room was beside the lift and it was very noisy. I called to request for ear plugs and was told that she would call back when she got it. I called back and she told me to hold on. All the way till we slept, I never had that call back. Poor service.4) Pool was small, but it is what it is. 5) Breakfast was average. If you just want to fill your stomach, it would do. My scrambled eggs were dripping in liquid. 1) To be fair, Javin from Front Office upgraded a room for us which was big and comfortable. The view was overlooking the road, but getting a room was the most important. 2) Hotel gave complimentary cake because of our anniversary. 3) Hotel was flexible letting us in the pool if there were no shows. 4) Location was good too. Stayed in December 2021"
774,Grand Copthorne Waterfront,9.0,“ “It’s A Great stay and i will definite come back” ”,"amenities in the hotel room the concierge Paul did well and the bartender (wearing yellow, Indian guy) gave their services wholeheartedly. Makes us feel like home and both of them knew the product well. 
I would say both of them have their 5 Star services even during the most busiest moment…… and definitely they work long hours.    good job Stayed in December 2021"
775,Grand Copthorne Waterfront,4.0,"“ Avoid at all cost, 93-minute check-in, no room cleaning, fresh towels or toiletries, inedible food ”","Absolutely dreadful experience and the worst ever service level.  Check in took 93 minutes. The restaurant refused us entry despite arriving 20 minutes prior to published closing time. We were told that in-room dining was unavailable however after complaining to the duty manager it became miraculously available.  It took many calls to place an order for fish and chips – what arrived was reheated, dry and inedible. The next day despite several reminders the room was not cleaned, no fresh towels, toiletries or drinking water were provided.  We order in room dining early.   When nothing was delivered, we called again only to be told that the kitchen was not responding and that they will chase them.  They never called back. We called again we were told that the items we ordered (steak and a cake) despite being on the menu were not available and that absolutely no cake or steak of any kind was available and that very few items were available.  Starving we had to go out in the rain buy food. We asked to speak with the general manager we were told that he is not reachable.  We asked to speak to the duty manager we were told he was busy. After insisting that we speak with him we were told he will call back.  He never did after many chasers he finally returned our call.  After describing our experience, he told us that the hotel is extremely short of staff and unable to cope with demand, that they are hiring more staff and training them.   When asking what he intended to do about the dreadful nonexistent service he had no answer but said he would report the matter to the general manager.  When I asked if I could speak with the general manger, I was told he is unavailable .  I asked if an appointment could be made for the next day or the day after I was told that this cannot be guaranteed but that a note with my request would be left for him Needless to say he never contacted us.  Incidentally calls to reception or switchboard took on average over 7 minutes to be answered. The only positive thing about this hotel is its reasonable location Stayed in December 2021"
776,Grand Copthorne Waterfront,1.0,"“ Terrible, horrible, never coming again. ”","Arrived at 3pm, was directed to leave my contact details and have coffee/tea/light snacks while waiting to be called to check in. Was called after an hour plus to join the queue to check in. Upon doing so and queuing for another hour, we were told our rooms werent ready. We will have to wait for another phone call to receive our room key cards. It was already about 5.30 to 6pm when we received our call to come down to collect 1 out of 3 room’s key card. Waited and waited again, went to the overcrowded lobby with long queues at 8pm where there wasnt any staff attending to the concierge. Fast forward, we only received the other 2 room keys at 8 plus pm…. From 3-8pm we were just waiting for nothing. Paid for nothing & the facilities were already fully booked. Paid so much just to sleep for a couple of hours. Nothing. Disappointing Stayed in December 2021"
777,Grand Copthorne Waterfront,1.0,Very Poor,Waited 4hrs for our room only managed to check in almost 8pm. Chaotic with all guests unhappy waited too long. We were told an hr after an hr in the end 4hrs. Location is great Stayed in December 2021
778,Grand Copthorne Waterfront,5.0,“ good stay but the waiting time is too long waited for 3 hours to check in but over all hotel is nice and good ”,"i reached the hotel at 3.30 pm but waited 3 hours to check in.. they gave us an complimentary ticket to drink and eat so we waited and check in at 6.45pm😭😭 so half of our day is burnt..hope the property can do something about it like cancel some of the booking if the hotel is full they should not accept it. the staffs is so nice and the environment i really like it a lot would love to come back again if there’s no waiting time to check in..😊 it’s very nice, clean and good love the staffs especially the man who assist the queuing part from the front desk forgotten his name but would like to thank him he helped us during our check out thank you. Stayed in December 2021"
779,Grand Copthorne Waterfront,2.0,Very Poor,"Check in queue took almost 3 hrs even though we do pre registration online No point giving us this option.Check in staff mistaken my name with other guest name and took longer time to  check us in. Didn't manage to get room facing the river, book 4 rooms and all in different level so difficult especially bringing elderly people card can't access the level hv to meet at lobby in order to go other rooms. Already requested during booking for same level up till today no reply. Toilet sink choke shower area choke, no rinser near the toilet bowl, everything look old . Tv in one of the room on and off bt itself already change batt also no changes. Can't even book a swimming slot on our stay due to over booking of swimming pool slot!. First time staying in 5 start hotel and is not up to the standard, compare to other 3 or 4 Start hotel. Disappointment this will be my family 1st & the last stay. Only the room is spacious. Stayed in December 2021"
780,Grand Copthorne Waterfront,5.0,Fair,The rooms The lobby Stayed in December 2021
781,Grand Copthorne Waterfront,4.0,“ Bad start of a stay. ”,I had to que for 2 hours just to check in and me and my friend had to wait for ANOTHER 4 hours just to get our room…we ended up getting our room at 9:30pm instead of 3pm so wasted 6.5hours of our stay and what was worse is that they didnt even compensate it for late check out. We had to call and request for a late check out to compensate the time that was burnt which wasn’t even our fault and we only got 1 HOUR of late check out. We felt like we paid for 2days 2nights instead of 3 days two nights. The Hotel is nearby to almost any part of town from Marina Bay Sands to Orchad Road. Cleanliness of the hotel was superb and the room is very cozy! The view is also to die for! Stayed in December 2021
782,Grand Copthorne Waterfront,1.0,“ Unpleasant and Unfortunate 5 stars worst experience ”,"Almost everything. Waited from 3pm to 8plus then the room ready. 
2 hrs for registration, 1 hrs to queue and another 2.5hrs for key collection cus room was never ready. From 30 mins of wait guranteed by the staff to 2.5hrs, simply atrocious. None Stayed in December 2021"
783,Grand Copthorne Waterfront,3.0,“ can’t wait to go home instead ”,"terrible service with waiting time of 2 n half hours for check in even though I pre-registered for check in. 
staff were overwhelmed n overworked. can see n feel their frustration as they try their best to pacify the very unhappy guests. my room was also not made up or cleaned for my 3 days 2 nites stay, despite requesting for cleaning service. there’s free parking and it’s easily accessible Stayed in December 2021"
784,Grand Copthorne Waterfront,1.0,“ DISAPPOINTED ”,Everything was so disappointing. My first and last stay in this hotel. Wouldn’t recommend this hotel to anyone. None Stayed in December 2021
785,Grand Copthorne Waterfront,3.0,"“ Inefficient crowd/queue control, leading to long queue hours ”","- Super long queue to check in (~3-4hrs)
- Super long queue for breakfast (gave up at the sight of queue)
- Constant creaking sound heard during the entire stay
- Housekeeping services not provided when we indicated for it
- Furnishing of the room in general The bathroom facilities in the deluxe room, just the bathroom but not the entire room. Stayed in December 2021"
786,Grand Copthorne Waterfront,3.0,“ Not worth the money ”,"The waiting time for check in...There were many ppl complaining, and kids crying as waited for more than 5 hrs for check in..
Staff looks not experienced..pool is small Staff try their best to accomodate, but are confused. Stayed in December 2021"
787,Grand Copthorne Waterfront,10,Exceptional,the pillows were uncomfortable everything Stayed in December 2021
788,Grand Copthorne Waterfront,4.0,“ Not good ”,First of all i booked a smoking room but the front desk don't even ask me anything ended up it was not a smoking room 😑😑. Do a booking slot time but need to queue the queue was very long until i have a backache due to standing too long. Really not satisfied with the situation. My first & last booking in this hotel. Stayed in December 2021
789,Grand Copthorne Waterfront,5.0,“ Disappointing. ”,"1)The check in was a terrible experience. Queued for more than an hour despite making an appointment which was scheduled via email. When we asked the staff they said we still needed to Q. So whats the point of asking us to book an appointment for checking in. For a 5 star establishment, the hotel management should really look at improving this immediately. It was such a bad start to our stay. While queueing, we were told only 1 declaration form needed to be filled per room. BUT at the checkin counter we were told everyone needed to fill up the form. This could have been the reason for the longggg hold-up. Couldnt this be done online? 
2) During check-in we were told that both rooms have bathtubs, but turned out only 1 room had it. 
3)The room and toilet were dusty. We all had allergy reaction and kept sneeezing. Our sinuses acted up. 
4) And what is up with the room lighting?? I had to use my hp torchlight to look for items in my bag! So eerie and bad for our eyes!
5) The television needs upgrading. Quality was so low i had to resort watching from my phone instead. 
6) The aircon had a loud sound..as if a plane is taking off every 10mins. So hard to sleep. 
Basically, we think the hotel badly needs a total make-over/renovation. As of now we definitely will not be returning to the hotel. The hotel staff also looked tired and overworked. Location
Room size
Nice and friendly staff Stayed in December 2021"
790,Grand Copthorne Waterfront,9.0,Awesome,"The room wasn't housekeep clean enough before assigning to the next occupants to stay in. 
I would advise to check once more after the housekeeper have cleaned up the room. The staff were very polite. Especially Chooi Yen at the front desk. Kudos to her.. Keep it up !! Stayed in November 2020"
791,Grand Copthorne Waterfront,5.0,Fair,Nil Stayed in November 2020
792,Grand Copthorne Waterfront,10,Exceptional,Very friendly staff. Rooms was spacious and clean. Breakfast was great. Stayed in April 2020
793,Grand Copthorne Waterfront,9.0,Awesome,The smell of the lift lobby. The staff is friendly and helpful! Stayed in March 2020
794,Grand Copthorne Waterfront,5.0,“ Very average suite we booked wa shabby so downgraded to an executive room. No  executive area just a stand up desk in th ”,Everything did not get what we paid for except for the staff and the location we will not stay again Stayed in March 2020
795,Hotel Boss,8.0,Very Good,"The room that we stayed in was small. Due to the current COVID-19 safety measures, we we're unable to use the swimming pool as we had to queue up and wait for atleast 30 minutes  to be able to get into and pool and swim. Location is good and near to many places of interest, eateries and restaurants. The 4th storey deck with swimming pool & restaurant was spacious and nicely landscaped. Stayed in November 2020"
796,Hotel Boss,8.0,“ bad balcony view ”,"hotel didnt indicate, the view of my balcony is not outside view like in the picture, the view is inside the hotel...can see other people *thumbsdown easy check in & out Stayed in November 2020"
797,Hotel Boss,7.0,Good,The water pressure is way too low and I have requested another room to shower. Overall the hotel stay is good. Stayed in October 2020
798,Hotel Boss,7.0,Good,clean and accessible Stayed in November 2020
799,Hotel Boss,8.0,“ Room quite small overall quite comfortable ”,To improve the sound proof between rooms Location. Couple of nice food places you can select with. Stayed in November 2020
800,Hotel Boss,8.0,,This review is hidden because it doesn't meet our guidelines.
801,Hotel Boss,8.0,Very Good,Do not have spray hose in the toilet. Good for family staycation. Stayed in November 2020
802,Hotel Boss,8.0,“ Worth the price stay. ”,"Wasn't stated in the website that their pool is close. Also have to go to another level to iron your clothes, they do not send it to your room. Room layout is good with a big window and good view of the nearby neighbourhood and part of the city. Bed is reasonably comfortable with okay sheets. Stayed in October 2020"
803,Hotel Boss,8.0,Very Good,"Mostly I like it since most of the things is supposed to be in the room is there. But if room with balcony, it should be with smoking room with atleast ashtray on the round table. Room is more to cosy with my 1st experience stay in Hotel Boss. More to come.😊😍 Stayed in November 2020"
804,Hotel Boss,8.0,“ Family room with balcony place at good view. ”,"If can the family room with balcony , place with night view. My family room 12-49 balcony no view .. Breakfast not yet try . Stayed in November 2020"
805,Hotel Boss,6.0,Pleasant,The tv not working well and poor management for swimming pool. Should let customer to book time slot to enjoy the pool. Clean. Stayed in November 2020
806,Hotel Boss,7.0,“ The place was clean and location was great! ”,Didn’t have Netflix and no bidet ☹️ A good stay for family and friends and good parking space Stayed in October 2020
807,Hotel Boss,8.0,“ Nice comfortable place for staycation ”,"No slippers provided in the room Nice , cozy and comfortable place for staycation Stayed in October 2020"
808,Hotel Boss,6.0,Pleasant,My request was not being fulfilled:( Stayed in October 2020
809,Hotel Boss,7.9,Good,"We check out around 11 am and when we already having our lunch my bf realize that he forgot to took his chain with 2 pendant of buddha , We left in the room number 11-48 which is on the top of the drawer next to the bed room and we contacted the hotel immediately but the staff called us back and said-that the cleaner didn’t see anything ..☹️😔 Stayed in October 2020"
810,Hotel Boss,6.0,Pleasant,Upon checking in we got a strong cigarette aroma. As we have infant with us we inform the counter. Counter was fast to change our room as our first room had a strong cigarette smell. Room service did good job cleaning the room Stayed in October 2020
811,Hotel Boss,7.0,Good,They don’t serve ice bucket that’s all Stayed in October 2020
812,Hotel Boss,6.0,Pleasant,"Upon Check In, reception staff named Carol was not polite. She made a mistake by cheking me in to other guest's room, and charged me the room price. She didn't even checked my booking number and etc. She even correct me in a stern way when i asked her, why the payment price is not the same as the one i booked. So i went up to my room, and came down back to settle situation after i made my  calculation for the booking. Another staff named Kimi helped me with everything. So what happened was, Carol, mistook my name with another guest name, saying it was similar.(Said by a male staff). Both the male staff & Kimi apologise ON THE BEHALF OF CAROL instead. (Thank u soo much Kimi, atleast u have the heart to hear me out & checked my booking number and etc. Appreciate it much babe!!)
 It took me like almost half an hour to check in another room. THANKS CAROL!! 
But other than that, eveything else was fine. Stay was good. 
PS: Manners and attitude is super important in service line. 
Old, young,rich or poor guest, they are still a guest. Stayed in October 2020"
813,Hotel Boss,7.0,“ Value for money staycation ”,"No water spray in the toilet. The room is small and cramped than expected. Would prefer the door separating the balcony from the room to be see a through sliding door with blinds. The hotel restaurant is halal. The location is easy to find. The facilities (restaurant, pool, gym) are all on the same level. Good city view from my room with balcony. Stayed in October 2020"
814,Hotel Boss,8.0,Very Good,"Place is not very convenient and there isnt any 7–11 or cheers below the hotel , would need to walk further down The room was really cosy and nice! Staff was friendly and prompt in answering my enquires Stayed in October 2020"
815,Hotel Boss,8.0,“ Hope can get a better room ”,Not clean Bed Stayed in October 2020
816,Hotel Boss,7.0,Good,"room was too small!! 
lift takes forever to wait. Stayed in October 2020"
817,Hotel Boss,8.0,“ Nice view from Room ”,"corridor towards the room , there’s seem to be lots of curry smell I did not try perhaps in my next visit Stayed in October 2020"
818,Hotel Boss,8.0,“ Excellance ”,No comment Easy access for transportation Stayed in September 2020
819,Hotel Boss,6.0,"“ Convenience but for experience, definitely a no. ”","The slow service with housekeeping matter. The cleanliness of the room. When i first entered the room, there are dusty areas that need to be clean. The toilet have 1 kind of smell. No freshener to even counter it. Room is too compress. The convenience of the hotel. Everywhere is near. Its like surrounded with food. Stayed in October 2020"
820,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in October 2019
821,Royal Plaza on Scotts,7.9,Good,There are no comments available for this review Stayed in October 2019
822,Royal Plaza on Scotts,8.8,Excellent,There are no comments available for this review Stayed in October 2019
823,Royal Plaza on Scotts,9.6,Exceptional,There are no comments available for this review Stayed in October 2019
824,Royal Plaza on Scotts,8.8,Excellent,There are no comments available for this review Stayed in October 2019
825,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in October 2019
826,Royal Plaza on Scotts,7.5,Good,There are no comments available for this review Stayed in October 2019
827,Royal Plaza on Scotts,9.0,Awesome,There are no comments available for this review Stayed in October 2019
828,Royal Plaza on Scotts,9.2,Awesome,There are no comments available for this review Stayed in October 2019
829,Royal Plaza on Scotts,8.3,Very Good,There are no comments available for this review Stayed in September 2019
830,Royal Plaza on Scotts,7.9,Good,There are no comments available for this review Stayed in October 2019
831,Royal Plaza on Scotts,7.1,“ Usually a good value for money hotel however F1 week price can be high ”,There are no comments available for this review Stayed in September 2019
832,Royal Plaza on Scotts,4.0,Disappointing,There are no comments available for this review Stayed in October 2022
833,Royal Plaza on Scotts,6.0,Pleasant,There are no comments available for this review Stayed in September 2022
834,Royal Plaza on Scotts,6.0,Pleasant,There are no comments available for this review Stayed in September 2022
835,Royal Plaza on Scotts,10,Exceptional,There are no comments available for this review Stayed in September 2022
836,Royal Plaza on Scotts,10,Exceptional,There are no comments available for this review Stayed in September 2022
837,Royal Plaza on Scotts,5.0,Fair,There are no comments available for this review Stayed in August 2022
838,Royal Plaza on Scotts,6.0,Pleasant,There are no comments available for this review Stayed in August 2022
839,Royal Plaza on Scotts,10,Exceptional,There are no comments available for this review Stayed in July 2022
840,Royal Plaza on Scotts,6.0,Pleasant,There are no comments available for this review Stayed in July 2022
841,Royal Plaza on Scotts,5.0,Fair,There are no comments available for this review Stayed in August 2022
842,Royal Plaza on Scotts,10,Exceptional,There are no comments available for this review Stayed in August 2022
843,Royal Plaza on Scotts,10,Exceptional,There are no comments available for this review Stayed in July 2022
844,Royal Plaza on Scotts,10,Exceptional,There are no comments available for this review Stayed in August 2022
845,Grand Copthorne Waterfront,10,Exceptional,Nothing I didn’t like Very nice hotel and facilities and great value. Staff were friendly and very efficient Stayed in December 2019
846,Grand Copthorne Waterfront,9.0,"“ Nice place to stay, definitely will be back again. ”","Nothing. Everything was good. Maybe I just came not in the right time. Was raining all day. However, you have everything in the hotel Stayed in December 2019"
847,Grand Copthorne Waterfront,9.2,Awesome,Centrally located. Large rooms. Nice breakfast Stayed in December 2019
